id,role,channel,date,ts,thread_ts,subtype,reactions,word_count,has_mention,has_url,active,mentions
User_0438,Member,translation_offered,2020-06-15 02:45:43.300700,1592203543.3007,1591685999.269200,,[],9,False,False,True,
User_0002,Leadership,translation_offered,2020-04-01 05:28:55.137000,1585733335.137,1585400294.091600,,[],7,True,False,True,"User_0125,User_0061,User_0179"
User_0328,Member,translation_offered,2020-04-01 05:52:50.137900,1585734770.1379,1585734770.137900,,"[{""name"": ""+1"", ""users"": [""User_0236"", ""User_0115""], ""count"": 2}]",8,False,False,True,
User_0072,Member,translation_offered,2020-04-01 06:58:44.138000,1585738724.138,1585734770.137900,,[],7,True,False,True,User_0283
User_0179,Member,translation_offered,2020-04-01 07:11:40.138200,1585739500.1382,1585573031.113900,,[],75,True,False,True,"User_0125,User_0012,User_0061"
User_0102,Leadership,translation_offered,2020-04-01 08:36:06.138800,1585744566.1388,1585734770.137900,,[],30,True,True,True,"User_0328,User_0283"
User_0324,Member,translation_offered,2020-04-02 02:36:03.142100,1585809363.1421,1585809363.142100,,"[{""name"": ""+1"", ""users"": [""User_0003""], ""count"": 1}]",9,True,False,True,User_0122
User_0102,Leadership,translation_offered,2020-04-02 02:41:54.142200,1585809714.1422,1585809363.142100,,[],22,True,True,True,User_0324
User_0324,Member,translation_offered,2020-04-02 02:45:57.143200,1585809957.1432,1585809363.142100,,[],8,True,False,True,User_0102
User_0303,Member,translation_offered,2020-05-16 07:33:01.262900,1589628781.2629,1588313132.254100,,[],31,False,False,True,
User_0194,Member,translation_offered,2020-05-16 09:01:57.263100,1589634117.2631,1586993711.229700,,[],51,False,False,True,
User_0194,Member,translation_offered,2020-05-16 09:12:03.263500,1589634723.2635,1588313132.254100,,[],46,False,False,True,
User_0375,Member,translation_offered,2020-04-18 11:42:30.236300,1587224550.2363,1586993711.229700,,[],62,True,False,True,User_0303
User_0375,Member,translation_offered,2020-04-18 11:48:41.236600,1587224921.2366,1586993711.229700,,[],7,False,False,True,
User_0375,Member,translation_offered,2020-04-18 11:52:15.237400,1587225135.2374,1586993711.229700,,[],9,True,False,True,User_0102
User_0102,Leadership,translation_offered,2020-04-18 21:14:15.237700,1587258855.2377,1586993711.229700,,[],47,True,False,True,"User_0375,User_0303"
User_0060,Leadership,translation_offered,2020-03-26 17:16:38.000200,1585257398.0002,,channel_join,[],5,True,False,True,User_0060
User_0060,Leadership,translation_offered,2020-03-26 17:17:51.001700,1585257471.0017,,,[],46,False,False,True,
User_0141,Member,translation_offered,2020-03-26 17:19:11.001900,1585257551.0019,,channel_join,[],5,True,False,True,User_0141
User_0141,Member,translation_offered,2020-03-26 17:23:07.004100,1585257787.0041,1585257787.004100,,"[{""name"": ""pray"", ""users"": [""User_0060""], ""count"": 1}]",23,False,False,True,
User_0074,Member,translation_offered,2020-03-27 02:12:06.000200,1585289526.0002,,channel_join,[],5,True,False,True,User_0074
User_0203,Leadership,translation_offered,2020-04-06 04:01:41.168500,1586160101.1685,,,[],16,False,False,True,
User_0125,Member,translation_offered,2020-04-06 09:48:29.169500,1586180909.1695,1585573031.113900,,[],5,True,False,True,User_0021
User_0002,Leadership,translation_offered,2020-04-06 10:08:53.170400,1586182133.1704,1586182091.170000,,[],2,False,False,True,
User_0125,Member,translation_offered,2020-04-06 10:09:45.171400,1586182185.1714,1586182185.171400,,[],10,True,False,True,User_0021
User_0002,Leadership,translation_offered,2020-04-06 10:10:09.171600,1586182209.1716,1586182185.171400,,[],1,False,False,True,
User_0125,Member,translation_offered,2020-04-06 10:10:53.172300,1586182253.1723,1586182185.171400,,[],2,True,False,True,User_0002
User_0315,Member,translation_offered,2020-03-30 05:01:54.102800,1585558914.1028,,,[],5,True,False,True,User_0308
User_0308,Member,translation_offered,2020-03-30 05:14:21.103100,1585559661.1031,,,[],2,False,False,True,
User_0315,Member,translation_offered,2020-03-30 05:15:13.103700,1585559713.1037,,,[],7,False,False,True,
User_0210,Member,translation_offered,2020-03-30 07:22:47.106200,1585567367.1062,,,[],22,False,False,True,
User_0214,Member,translation_offered,2020-03-30 07:29:41.106700,1585567781.1067,,,[],5,False,False,True,
User_0067,Member,translation_offered,2020-03-30 07:30:21.106800,1585567821.1068,1585334367.073400,,[],7,True,False,True,User_0038
User_0038,Member,translation_offered,2020-03-30 08:04:34.107200,1585569874.1072,1585334367.073400,,[],31,False,False,True,
User_0038,Member,translation_offered,2020-03-30 08:04:55.107400,1585569895.1074,1585334367.073400,,[],5,False,False,True,
User_0067,Member,translation_offered,2020-03-30 08:09:53.107600,1585570193.1076,1585334367.073400,,[],80,True,False,True,User_0087
User_0038,Member,translation_offered,2020-03-30 08:42:02.107800,1585572122.1078,1585334367.073400,,[],69,False,False,True,
User_0038,Member,translation_offered,2020-03-30 08:42:34.108000,1585572154.108,1585334367.073400,,"[{""name"": ""+1"", ""users"": [""User_0067""], ""count"": 1}]",22,False,False,True,
User_0179,Member,translation_offered,2020-03-30 08:48:51.108400,1585572531.1084,1585400294.091600,,[],2,False,False,True,
User_0179,Member,translation_offered,2020-03-30 08:51:28.111000,1585572688.111,,,[],50,True,False,True,"User_0061,User_0125"
User_0125,Member,translation_offered,2020-03-30 08:57:11.113900,1585573031.1139,1585573031.113900,,[],19,True,False,True,User_0179
User_0072,Member,translation_offered,2020-03-30 09:03:06.114900,1585573386.1149,,,[],10,False,False,True,
User_0146,Member,translation_offered,2020-03-30 10:55:09.117500,1585580109.1175,1585580109.117500,,[],21,False,False,True,
User_0251,Member,translation_offered,2020-03-30 11:10:32.118700,1585581032.1187,,,[],11,False,False,True,
User_0102,Leadership,translation_offered,2020-03-30 12:34:51.121400,1585586091.1214,,,"[{""name"": ""+1"", ""users"": [""User_0141""], ""count"": 1}]",42,True,True,True,"User_0070,User_0002"
User_0141,Member,translation_offered,2020-03-30 18:02:08.122600,1585605728.1226,1585580109.117500,,"[{""name"": ""+1"", ""users"": [""User_0074""], ""count"": 1}]",67,True,False,True,"User_0146,User_0102,User_0074"
User_0397,Member,translation_offered,2020-04-20 12:41:53.245000,1587400913.245,1587400913.245000,,[],7,False,False,True,
User_0102,Leadership,translation_offered,2020-04-20 12:52:51.245200,1587401571.2452,1587400913.245000,,[],10,False,False,True,
User_0165,Member,translation_offered,2020-04-20 14:34:10.246000,1587407650.246,,,[],19,False,False,True,
User_0203,Leadership,translation_offered,2020-04-20 16:11:15.246400,1587413475.2464,1587400913.245000,,"[{""name"": ""+1"", ""users"": [""User_0003""], ""count"": 1}]",26,False,False,True,
User_0417,Member,translation_offered,2020-06-26 01:17:01.302200,1593148621.3022,,,[],10,False,False,True,
User_0130,Member,translation_offered,2020-03-28 08:08:52.090700,1585397332.0907,,,[],18,False,False,True,
User_0209,Member,translation_offered,2020-03-28 08:17:37.090900,1585397857.0909,1585333074.068800,,[],10,False,False,True,
User_0179,Member,translation_offered,2020-03-28 08:58:14.091600,1585400294.0916,1585400294.091600,,[],10,False,False,True,
User_0149,Member,translation_offered,2020-03-28 11:21:40.092600,1585408900.0926,,,[],9,False,False,True,
User_0259,Member,translation_offered,2020-03-28 13:50:16.092900,1585417816.0929,1585341755.075500,,[],5,False,False,True,
User_0193,Member,translation_offered,2020-03-28 15:04:22.094500,1585422262.0945,,,[],14,False,False,True,
User_0002,Leadership,translation_offered,2020-03-28 15:33:15.095100,1585423995.0951,1585400294.091600,,[],4,True,False,True,"User_0061,User_0125"
User_0002,Leadership,translation_offered,2020-03-28 15:34:26.095800,1585424066.0958,1585350514.083900,,[],7,False,False,True,
User_0002,Leadership,translation_offered,2020-03-28 15:35:19.096200,1585424119.0962,1585344986.080900,,[],2,False,False,True,
User_0100,Leadership,translation_offered,2020-07-13 14:11:04.304200,1594663864.3042,1593789538.303700,,[],51,True,False,True,User_0252
User_0074,Member,translation_offered,2020-03-31 03:44:22.124800,1585640662.1248,1585580109.117500,,[],37,True,False,True,"User_0146,User_0141"
User_0146,Member,translation_offered,2020-03-31 03:46:16.126300,1585640776.1263,1585580109.117500,,[],16,True,False,True,"User_0141,User_0074"
User_0141,Member,translation_offered,2020-03-31 05:34:14.126500,1585647254.1265,1585580109.117500,,[],38,True,False,True,User_0146
User_0146,Member,translation_offered,2020-03-31 07:46:01.127700,1585655161.1277,1585580109.117500,,[],3,True,False,True,User_0141
User_0074,Member,translation_offered,2020-03-31 07:50:05.128100,1585655405.1281,1585580109.117500,,"[{""name"": ""+1"", ""users"": [""User_0141""], ""count"": 1}]",26,False,False,True,
User_0012,Member,translation_offered,2020-03-31 12:46:26.130400,1585673186.1304,1585573031.113900,,[],72,False,False,True,
User_0061,Member,translation_offered,2020-03-31 13:48:53.131000,1585676933.131,1585400294.091600,,[],66,False,False,True,
User_0027,Member,translation_offered,2020-03-31 14:13:48.131200,1585678428.1312,,,[],14,False,False,True,
User_0125,Member,translation_offered,2020-03-31 14:21:43.132300,1585678903.1323,1585573031.113900,,[],3,False,False,True,
User_0027,Member,translation_offered,2020-03-31 14:32:54.132900,1585679574.1329,,,[],7,True,False,True,
User_0125,Member,translation_offered,2020-04-05 16:00:28.167300,1586116828.1673,1586116828.167300,,[],5,True,False,True,"User_0002,User_0061"
User_0021,Member,translation_offered,2020-04-06 00:42:04.168000,1586148124.168,1585573031.113900,,[],112,True,False,True,"User_0179,User_0125"
User_0141,Member,translation_offered,2020-04-04 07:28:13.159800,1585999693.1598,1585580109.117500,,[],66,True,False,True,"User_0146,User_0074"
User_0146,Member,translation_offered,2020-04-04 09:05:08.161600,1586005508.1616,1585580109.117500,,[],15,True,False,True,
User_0146,Member,translation_offered,2020-04-04 09:06:21.162400,1586005581.1624,1585580109.117500,,[],11,True,False,True,User_0141
User_0074,Member,translation_offered,2020-04-04 09:10:32.162600,1586005832.1626,1585580109.117500,,[],71,True,False,True,"User_0141,User_0146,User_0192"
User_0192,Member,translation_offered,2020-04-04 10:40:41.162900,1586011241.1629,1585580109.117500,,[],15,False,False,True,
User_0146,Member,translation_offered,2020-04-04 10:50:33.164100,1586011833.1641,1585580109.117500,,[],18,True,False,True,User_0074
User_0141,Member,translation_offered,2020-04-04 10:58:03.164300,1586012283.1643,1585580109.117500,,[],2,True,False,True,User_0074
User_0141,Member,translation_offered,2020-04-04 10:58:34.164500,1586012314.1645,1585580109.117500,,[],12,True,False,True,
User_0074,Member,translation_offered,2020-04-04 11:10:32.164700,1586013032.1647,1585580109.117500,,[],2,False,False,True,
User_0125,Member,translation_offered,2020-04-08 11:51:23.184000,1586361083.184,1586288355.177200,,[],33,True,False,True,User_0102
User_0002,Leadership,translation_offered,2020-04-08 14:50:19.190800,1586371819.1908,1586288355.177200,,[],8,True,False,True,"User_0061,User_0060"
User_0303,Member,translation_offered,2020-04-08 20:59:09.191900,1586393949.1919,,,[],6,False,False,True,
User_0125,Member,translation_offered,2020-04-08 21:28:20.192200,1586395700.1922,,,[],0,False,False,True,
User_0125,Member,translation_offered,2020-04-08 22:13:01.194300,1586398381.1943,,,[],12,True,False,True,"User_0002,User_0061,User_0060,User_0012,User_0109"
User_0308,Member,translation_offered,2020-03-29 17:25:02.098800,1585517102.0988,,,[],6,False,False,True,
User_0282,Member,translation_offered,2021-10-15 11:18:21.000300,1634311101.0003,,,[],271,False,True,True,
User_0328,Member,translation_offered,2020-04-03 06:06:55.151700,1585908415.1517,1585734770.137900,,[],4,False,False,True,
User_0311,Member,translation_offered,2020-04-03 08:18:31.153900,1585916311.1539,,,"[{""name"": ""pray"", ""users"": [""User_0060""], ""count"": 1}, {""name"": ""+1"", ""users"": [""User_0072""], ""count"": 1}]",21,False,False,True,
User_0125,Member,translation_offered,2020-04-03 10:06:09.155300,1585922769.1553,1585573031.113900,thread_broadcast,[],7,True,False,True,User_0179
User_0179,Member,translation_offered,2020-04-03 10:28:30.155900,1585924110.1559,,,[],1,False,False,True,
User_0209,Member,translation_offered,2020-04-03 10:57:13.156200,1585925833.1562,,,"[{""name"": ""+1"", ""users"": [""User_0002""], ""count"": 1}]",17,False,False,True,
User_0102,Leadership,translation_offered,2020-04-03 11:13:36.156800,1585926816.1568,,,[],1,False,True,True,
User_0438,Member,translation_offered,2020-06-09 02:58:24.266500,1591685904.2665,1588442387.257300,,[],10,False,False,True,
User_0438,Member,translation_offered,2020-06-09 02:59:59.269200,1591685999.2692,1591685999.269200,,"[{""name"": ""100"", ""users"": [""User_0083""], ""count"": 1}]",43,False,False,True,
User_0303,Member,translation_offered,2020-04-19 04:28:34.238000,1587284914.238,1586993711.229700,,[],2,False,False,True,
User_0100,Leadership,translation_offered,2020-04-19 04:38:30.238900,1587285510.2389,1587285510.238900,,"[{""name"": ""+1"", ""users"": [""User_0102"", ""User_0003""], ""count"": 2}]",17,True,False,True,"User_0102,User_0070,User_0362"
User_0303,Member,translation_offered,2020-04-19 05:15:29.239300,1587287729.2393,1586993711.229700,,[],27,True,False,True,User_0375
User_0203,Leadership,translation_offered,2020-04-19 07:01:14.241100,1587294074.2411,1587285510.238900,,"[{""name"": ""pray"", ""users"": [""User_0102""], ""count"": 1}]",6,True,False,True,User_0362
User_0030,Member,translation_offered,2020-04-19 23:23:08.243200,1587352988.2432,1587285510.238900,,[],17,False,False,True,
User_0168,Member,translation_offered,2020-06-09 05:34:12.269300,1591695252.2693,1591685999.269200,,[],2,False,False,True,
User_0168,Member,translation_offered,2020-06-09 05:38:07.269500,1591695487.2695,1591685999.269200,,[],70,True,False,True,"User_0237,User_0427"
User_0003,Leadership,translation_offered,2020-06-09 05:38:13.269700,1591695493.2697,1591685999.269200,,[],29,True,False,True,"User_0070,User_0102,User_0165"
User_0064,Leadership,translation_offered,2020-04-29 12:55:00.251400,1588179300.2514,1588179300.251400,,[],22,False,False,True,
User_0067,Member,translation_offered,2020-04-29 12:58:00.252100,1588179480.2521,,,[],10,False,False,True,
User_0322,Member,translation_offered,2020-04-29 20:31:22.252800,1588206682.2528,1588179300.251400,,[],9,False,False,True,
User_0375,Member,translation_offered,2020-04-15 03:25:37.226700,1586935537.2267,1586935537.226700,,[],31,True,False,True,"User_0303,User_0125,User_0061"
User_0102,Leadership,translation_offered,2020-04-15 05:08:17.226800,1586941697.2268,1586935537.226700,,[],26,False,True,True,
User_0375,Member,translation_offered,2020-04-15 09:18:14.227800,1586956694.2278,1586935537.226700,,[],18,False,False,True,
User_0303,Member,translation_offered,2020-04-15 19:35:11.229700,1586993711.2297,1586993711.229700,,[],12,False,False,True,
User_0303,Member,translation_offered,2020-04-15 19:35:58.230400,1586993758.2304,,,[],9,False,False,True,
User_0252,Member,translation_offered,2020-07-14 07:57:23.304400,1594727843.3044,1593789538.303700,,"[{""name"": ""+1"", ""users"": [""User_0100""], ""count"": 1}, {""name"": ""pray"", ""users"": [""User_0100""], ""count"": 1}]",28,False,False,True,
User_0070,Leadership,translation_offered,2020-04-10 03:56:12.212600,1586505372.2126,,,[],32,True,False,True,"User_0235,User_0102,User_0148"
User_0263,Member,translation_offered,2020-04-10 11:41:48.216000,1586533308.216,1586533308.216000,,"[{""name"": ""+1"", ""users"": [""User_0013""], ""count"": 1}]",11,True,False,True,User_0102
User_0102,Leadership,translation_offered,2020-04-10 11:45:35.216300,1586533535.2163,1586533308.216000,,[],22,False,False,True,
User_0102,Leadership,translation_offered,2020-05-14 13:43:55.261600,1589478235.2616,1588442387.257300,,[],31,True,False,True,"User_0360,User_0394"
User_0303,Member,translation_offered,2020-05-14 22:33:53.262000,1589510033.262,1587400913.245000,,[],67,False,False,True,
User_0102,Leadership,translation_offered,2020-04-17 04:17:46.233600,1587111466.2336,1586993711.229700,,[],42,True,False,True,"User_0070,User_0060"
User_0074,Member,translation_offered,2020-03-27 04:11:36.000400,1585296696.0004,1585257787.004100,,[],34,True,False,True,User_0141
User_0141,Member,translation_offered,2020-03-27 04:39:26.000600,1585298366.0006,1585257787.004100,,[],26,True,False,True,User_0074
User_0074,Member,translation_offered,2020-03-27 04:50:20.000900,1585299020.0009,1585257787.004100,,[],33,False,False,True,
User_0141,Member,translation_offered,2020-03-27 05:00:22.001100,1585299622.0011,1585257787.004100,,[],27,False,False,True,
User_0074,Member,translation_offered,2020-03-27 05:05:40.001400,1585299940.0014,1585257787.004100,,[],39,False,False,True,
User_0141,Member,translation_offered,2020-03-27 05:53:04.001700,1585302784.0017,1585257787.004100,,[],16,True,False,True,User_0074
User_0141,Member,translation_offered,2020-03-27 05:54:17.002000,1585302857.002,1585257787.004100,,[],20,False,False,True,
User_0074,Member,translation_offered,2020-03-27 05:54:42.002200,1585302882.0022,1585257787.004100,,[],14,False,False,True,
User_0141,Member,translation_offered,2020-03-27 05:55:03.002400,1585302903.0024,1585257787.004100,,[],6,False,False,True,
User_0074,Member,translation_offered,2020-03-27 05:55:06.002600,1585302906.0026,1585257787.004100,,[],17,False,False,True,
User_0141,Member,translation_offered,2020-03-27 05:55:21.002800,1585302921.0028,1585257787.004100,,[],8,False,False,True,
User_0074,Member,translation_offered,2020-03-27 05:55:31.003000,1585302931.003,1585257787.004100,,[],12,False,False,True,
User_0074,Member,translation_offered,2020-03-27 05:55:47.003200,1585302947.0032,1585257787.004100,,[],10,False,False,True,
User_0141,Member,translation_offered,2020-03-27 05:56:15.003400,1585302975.0034,1585257787.004100,,[],9,False,False,True,
User_0119,Member,translation_offered,2020-03-27 07:32:07.003700,1585308727.0037,,channel_join,[],5,True,False,True,User_0119
User_0084,Member,translation_offered,2020-03-27 09:48:44.004100,1585316924.0041,,channel_join,[],5,True,False,True,User_0084
User_0085,Member,translation_offered,2020-03-27 09:48:48.004300,1585316928.0043,,channel_join,[],5,True,False,True,User_0085
User_0225,Member,translation_offered,2020-03-27 10:06:17.004500,1585317977.0045,,channel_join,[],5,True,False,True,User_0225
User_0086,Member,translation_offered,2020-03-27 10:08:16.004700,1585318096.0047,,channel_join,[],5,True,False,True,User_0086
User_0226,Member,translation_offered,2020-03-27 10:27:50.004900,1585319270.0049,,channel_join,[],5,True,False,True,User_0226
User_0269,Member,translation_offered,2020-03-27 10:34:08.005100,1585319648.0051,,channel_join,[],5,True,False,True,User_0269
User_0230,Member,translation_offered,2020-03-27 11:21:50.005400,1585322510.0054,,channel_join,[],5,True,False,True,User_0230
User_0231,Member,translation_offered,2020-03-27 11:35:17.006000,1585323317.006,,channel_join,[],5,True,False,True,User_0231
User_0100,Leadership,translation_offered,2020-03-27 12:08:26.006300,1585325306.0063,,channel_join,[],5,True,False,True,User_0100
User_0100,Leadership,translation_offered,2020-03-27 12:08:26.006400,1585325306.0064,,,[],0,False,False,True,
User_0100,Leadership,translation_offered,2020-03-27 12:09:01.006500,1585325341.0065,1585325341.006500,,[],0,False,False,True,
User_0236,Member,translation_offered,2020-03-27 12:12:33.006700,1585325553.0067,,channel_join,[],5,True,False,True,User_0236
User_0060,Leadership,translation_offered,2020-03-27 12:39:08.007000,1585327148.007,1585325341.006500,,[],23,False,False,True,
User_0093,Member,translation_offered,2020-03-27 13:10:32.008300,1585329032.0083,1585329032.008300,,"[{""name"": ""pray"", ""users"": [""User_0060""], ""count"": 1}]",21,False,False,True,
User_0060,Leadership,translation_offered,2020-03-27 13:14:13.008500,1585329253.0085,1585329032.008300,,[],13,False,False,True,
User_0074,Member,translation_offered,2020-03-27 13:36:06.009100,1585330566.0091,1585257787.004100,,[],40,False,False,True,
User_0239,Member,translation_offered,2020-03-27 13:52:19.010100,1585331539.0101,,,[],11,False,False,True,
User_0001,Member,translation_offered,2020-03-27 14:04:36.010600,1585332276.0106,,channel_join,[],5,True,False,True,User_0001
User_0002,Leadership,translation_offered,2020-03-27 14:04:36.010800,1585332276.0108,,channel_join,[],5,True,False,True,User_0002
User_0004,Member,translation_offered,2020-03-27 14:04:36.011000,1585332276.011,,channel_join,[],5,True,False,True,User_0004
User_0005,Member,translation_offered,2020-03-27 14:04:36.011300,1585332276.0113,,channel_join,[],5,True,False,True,User_0005
User_0006,Member,translation_offered,2020-03-27 14:04:36.011500,1585332276.0115,,channel_join,[],5,True,False,True,User_0006
User_0007,Member,translation_offered,2020-03-27 14:04:36.011700,1585332276.0117,,channel_join,[],5,True,False,True,User_0007
User_0008,Member,translation_offered,2020-03-27 14:04:36.011900,1585332276.0119,,channel_join,[],5,True,False,True,User_0008
User_0009,Member,translation_offered,2020-03-27 14:04:37.012100,1585332277.0121,,channel_join,[],5,True,False,True,User_0009
User_0010,Member,translation_offered,2020-03-27 14:04:37.012300,1585332277.0123,,channel_join,[],5,True,False,True,User_0010
User_0011,Leadership,translation_offered,2020-03-27 14:04:37.012500,1585332277.0125,,channel_join,[],5,True,False,True,User_0011
User_0012,Member,translation_offered,2020-03-27 14:04:37.012700,1585332277.0127,,channel_join,[],5,True,False,True,User_0012
User_0013,Member,translation_offered,2020-03-27 14:04:37.012900,1585332277.0129,,channel_join,[],5,True,False,True,User_0013
User_0014,Member,translation_offered,2020-03-27 14:04:37.013100,1585332277.0131,,channel_join,[],5,True,False,True,User_0014
User_0015,Member,translation_offered,2020-03-27 14:04:37.013300,1585332277.0133,,channel_join,[],5,True,False,True,User_0015
User_0016,Member,translation_offered,2020-03-27 14:04:38.014000,1585332278.014,,channel_join,[],5,True,False,True,User_0016
User_0017,Member,translation_offered,2020-03-27 14:04:38.014200,1585332278.0142,,channel_join,[],5,True,False,True,User_0017
User_0018,Member,translation_offered,2020-03-27 14:04:38.014400,1585332278.0144,,channel_join,[],5,True,False,True,User_0018
User_0019,Member,translation_offered,2020-03-27 14:04:38.014600,1585332278.0146,,channel_join,[],5,True,False,True,User_0019
User_0020,Member,translation_offered,2020-03-27 14:04:38.014800,1585332278.0148,,channel_join,[],5,True,False,True,User_0020
User_0021,Member,translation_offered,2020-03-27 14:04:38.015000,1585332278.015,,channel_join,[],5,True,False,True,User_0021
User_0022,Member,translation_offered,2020-03-27 14:04:38.015200,1585332278.0152,,channel_join,[],5,True,False,True,User_0022
User_0023,Member,translation_offered,2020-03-27 14:04:38.015400,1585332278.0154,,channel_join,[],5,True,False,True,User_0023
User_0024,Member,translation_offered,2020-03-27 14:04:39.015600,1585332279.0156,,channel_join,[],5,True,False,True,User_0024
User_0026,Member,translation_offered,2020-03-27 14:04:39.015900,1585332279.0159,,channel_join,[],5,True,False,True,User_0026
User_0027,Member,translation_offered,2020-03-27 14:04:39.016500,1585332279.0165,,channel_join,[],5,True,False,True,User_0027
User_0028,Member,translation_offered,2020-03-27 14:04:39.016700,1585332279.0167,,channel_join,[],5,True,False,True,User_0028
User_0029,Member,translation_offered,2020-03-27 14:04:40.016900,1585332280.0169,,channel_join,[],5,True,False,True,User_0029
User_0030,Member,translation_offered,2020-03-27 14:04:40.017100,1585332280.0171,,channel_join,[],5,True,False,True,User_0030
User_0031,Member,translation_offered,2020-03-27 14:04:40.017700,1585332280.0177,,channel_join,[],5,True,False,True,User_0031
User_0032,Member,translation_offered,2020-03-27 14:04:40.017900,1585332280.0179,,channel_join,[],5,True,False,True,User_0032
User_0034,Member,translation_offered,2020-03-27 14:04:41.019300,1585332281.0193,,channel_join,[],5,True,False,True,User_0034
User_0036,Member,translation_offered,2020-03-27 14:04:41.019700,1585332281.0197,,channel_join,[],5,True,False,True,User_0036
User_0037,Member,translation_offered,2020-03-27 14:04:41.020000,1585332281.02,,channel_join,[],5,True,False,True,User_0037
User_0038,Member,translation_offered,2020-03-27 14:04:42.020300,1585332282.0203,,channel_join,[],5,True,False,True,User_0038
User_0040,Member,translation_offered,2020-03-27 14:04:42.020600,1585332282.0206,,channel_join,[],5,True,False,True,User_0040
User_0041,Member,translation_offered,2020-03-27 14:04:42.020800,1585332282.0208,,channel_join,[],5,True,False,True,User_0041
User_0042,Member,translation_offered,2020-03-27 14:04:42.021000,1585332282.021,,channel_join,[],5,True,False,True,User_0042
User_0043,Member,translation_offered,2020-03-27 14:04:42.021400,1585332282.0214,,channel_join,[],5,True,False,True,User_0043
User_0044,Member,translation_offered,2020-03-27 14:04:42.021600,1585332282.0216,,channel_join,[],5,True,False,True,User_0044
User_0045,Member,translation_offered,2020-03-27 14:04:42.021800,1585332282.0218,,channel_join,[],5,True,False,True,User_0045
User_0046,Member,translation_offered,2020-03-27 14:04:42.022400,1585332282.0224,,channel_join,[],5,True,False,True,User_0046
User_0047,Member,translation_offered,2020-03-27 14:04:43.022700,1585332283.0227,,channel_join,[],5,True,False,True,User_0047
User_0048,Member,translation_offered,2020-03-27 14:04:43.022900,1585332283.0229,,channel_join,[],5,True,False,True,User_0048
User_0049,Member,translation_offered,2020-03-27 14:04:43.023100,1585332283.0231,,channel_join,[],5,True,False,True,User_0049
User_0050,Member,translation_offered,2020-03-27 14:04:43.023500,1585332283.0235,,channel_join,[],5,True,False,True,User_0050
User_0051,Member,translation_offered,2020-03-27 14:04:43.023900,1585332283.0239,,channel_join,[],5,True,False,True,User_0051
User_0052,Member,translation_offered,2020-03-27 14:04:44.025100,1585332284.0251,,channel_join,[],5,True,False,True,User_0052
User_0053,Member,translation_offered,2020-03-27 14:04:44.025300,1585332284.0253,,channel_join,[],5,True,False,True,User_0053
User_0054,Member,translation_offered,2020-03-27 14:04:44.025600,1585332284.0256,,channel_join,[],5,True,False,True,User_0054
User_0056,Member,translation_offered,2020-03-27 14:04:44.025900,1585332284.0259,,channel_join,[],5,True,False,True,User_0056
User_0057,Member,translation_offered,2020-03-27 14:04:44.026300,1585332284.0263,,channel_join,[],5,True,False,True,User_0057
User_0058,Member,translation_offered,2020-03-27 14:04:44.026500,1585332284.0265,,channel_join,[],5,True,False,True,User_0058
User_0059,Member,translation_offered,2020-03-27 14:04:45.026700,1585332285.0267,,channel_join,[],5,True,False,True,User_0059
User_0061,Member,translation_offered,2020-03-27 14:04:45.026900,1585332285.0269,,channel_join,[],5,True,False,True,User_0061
User_0062,Member,translation_offered,2020-03-27 14:04:45.027300,1585332285.0273,,channel_join,[],5,True,False,True,User_0062
User_0063,Member,translation_offered,2020-03-27 14:04:45.027500,1585332285.0275,,channel_join,[],5,True,False,True,User_0063
User_0065,Member,translation_offered,2020-03-27 14:04:45.027700,1585332285.0277,,channel_join,[],5,True,False,True,User_0065
User_0067,Member,translation_offered,2020-03-27 14:04:45.027900,1585332285.0279,,channel_join,[],5,True,False,True,User_0067
User_0068,Member,translation_offered,2020-03-27 14:04:45.028100,1585332285.0281,,channel_join,[],5,True,False,True,User_0068
User_0069,Member,translation_offered,2020-03-27 14:04:45.028500,1585332285.0285,,channel_join,[],5,True,False,True,User_0069
User_0070,Leadership,translation_offered,2020-03-27 14:04:46.028700,1585332286.0287,,channel_join,[],5,True,False,True,User_0070
User_0071,Member,translation_offered,2020-03-27 14:04:46.029200,1585332286.0292,,channel_join,[],5,True,False,True,User_0071
User_0072,Member,translation_offered,2020-03-27 14:04:46.029400,1585332286.0294,,channel_join,[],5,True,False,True,User_0072
User_0073,Member,translation_offered,2020-03-27 14:04:46.029600,1585332286.0296,,channel_join,[],5,True,False,True,User_0073
User_0075,Member,translation_offered,2020-03-27 14:04:46.030000,1585332286.03,,channel_join,[],5,True,False,True,User_0075
User_0076,Member,translation_offered,2020-03-27 14:04:46.030200,1585332286.0302,,channel_join,[],5,True,False,True,User_0076
User_0077,Member,translation_offered,2020-03-27 14:04:47.030600,1585332287.0306,,channel_join,[],5,True,False,True,User_0077
User_0079,Member,translation_offered,2020-03-27 14:04:47.030900,1585332287.0309,,channel_join,[],5,True,False,True,User_0079
User_0080,Member,translation_offered,2020-03-27 14:04:47.031100,1585332287.0311,,channel_join,[],5,True,False,True,User_0080
User_0081,Member,translation_offered,2020-03-27 14:04:47.031300,1585332287.0313,,channel_join,[],5,True,False,True,User_0081
User_0082,Member,translation_offered,2020-03-27 14:04:47.031500,1585332287.0315,,channel_join,[],5,True,False,True,User_0082
User_0083,Member,translation_offered,2020-03-27 14:04:47.031700,1585332287.0317,,channel_join,[],5,True,False,True,User_0083
